act	scene	location	speaker	turn_number	turn_text
V	III	"The British camp, near Dover"	Goneril	67	Ask me not what I know.
V	III	"The British camp, near Dover"	STAGE	68	Exit.
V	III	"The British camp, near Dover"	Albany	69	Go after her. She's desperate; govern her.
V	III	"The British camp, near Dover"	STAGE	70	[Exit an Officer.]
V	III	"The British camp, near Dover"	Edmund	71	"What, you have charg'd me with, that have I done, And more, much more. The time will bring it out. 'Tis past, and so am I.- But what art thou That hast this fortune on me? If thou'rt noble, I do forgive thee."
V	III	"The British camp, near Dover"	Edgar	72	"Let's exchange charity. I am no less in blood than thou art, Edmund; If more, the more th' hast wrong'd me. My name is Edgar and thy father's son. The gods are just, and of our pleasant vices Make instruments to scourge us. The dark and vicious place where thee he got Cost him his eyes."
V	III	"The British camp, near Dover"	Edmund	73	Th' hast spoken right; 'tis true. The wheel is come full circle; I am here.
V	III	"The British camp, near Dover"	Albany	74	"Methought thy very gait did prophesy A royal nobleness. I must embrace thee. Let sorrow split my heart if ever I Did hate thee, or thy father!"
V	III	"The British camp, near Dover"	Edgar	75	"Worthy prince, I know't."
V	III	"The British camp, near Dover"	Albany	76	Where have you hid yourself? How have you known the miseries of your father?
V	III	"The British camp, near Dover"	Edgar	77	"By nursing them, my lord. List a brief tale; And when 'tis told, O that my heart would burst! The bloody proclamation to escape That follow'd me so near (O, our lives' sweetness! That with the pain of death would hourly die Rather than die at once!) taught me to shift Into a madman's rags, t' assume a semblance That very dogs disdain'd; and in this habit Met I my father with his bleeding rings, Their precious stones new lost; became his guide, Led him, begg'd for him, sav'd him from despair; Never (O fault!) reveal'd myself unto him Until some half hour past, when I was arm'd, Not sure, though hoping of this good success, I ask'd his blessing, and from first to last Told him my pilgrimage. But his flaw'd heart (Alack, too weak the conflict to support!) 'Twixt two extremes of passion, joy and grief, Burst smilingly."
V	III	"The British camp, near Dover"	Edmund	78	"This speech of yours hath mov'd me, And shall perchance do good; but speak you on; You look as you had something more to say."
V	III	"The British camp, near Dover"	Albany	79	"If there be more, more woful, hold it in; For I am almost ready to dissolve, Hearing of this."
V	III	"The British camp, near Dover"	Edgar	80	"This would have seem'd a period To such as love not sorrow; but another, To amplify too much, would make much more, And top extremity. Whilst I was big in clamour, came there a man, Who, having seen me in my worst estate, Shunn'd my abhorr'd society; but then, finding Who 'twas that so endur'd, with his strong arms He fastened on my neck, and bellowed out As he'd burst heaven; threw him on my father; Told the most piteous tale of Lear and him That ever ear receiv'd; which in recounting His grief grew puissant, and the strings of life Began to crack. Twice then the trumpets sounded, And there I left him tranc'd."
V	III	"The British camp, near Dover"	Albany	81	But who was this?
V	III	"The British camp, near Dover"	Edgar	82	"Kent, sir, the banish'd Kent; who in disguise Followed his enemy king and did him service Improper for a slave."
V	III	"The British camp, near Dover"	STAGE	83	Enter a Gentleman with a bloody knife.
V	III	"The British camp, near Dover"	Gentleman	84	"Help, help! O, help!"
V	III	"The British camp, near Dover"	Edgar	85	What kind of help?
V	III	"The British camp, near Dover"	Albany	86	"Speak, man."
V	III	"The British camp, near Dover"	Edgar	87	What means that bloody knife?
V	III	"The British camp, near Dover"	Gentleman	88	"'Tis hot, it smokes. It came even from the heart of- O! she's dead!"
V	III	"The British camp, near Dover"	Albany	89	"Who dead? Speak, man."
V	III	"The British camp, near Dover"	Gentleman	90	"Your lady, sir, your lady! and her sister By her is poisoned; she hath confess'd it."
V	III	"The British camp, near Dover"	Edmund	91	I was contracted to them both. All three Now marry in an instant.
V	III	"The British camp, near Dover"	STAGE	92	Enter Kent.
V	III	"The British camp, near Dover"	Edgar	93	Here comes Kent.
V	III	"The British camp, near Dover"	Albany	94	"Produce their bodies, be they alive or dead."
V	III	"The British camp, near Dover"	STAGE	95	[Exit Gentleman.]
V	III	"The British camp, near Dover"	Albany	96	"This judgement of the heavens, that makes us tremble Touches us not with pity. O, is this he? The time will not allow the compliment That very manners urges."
V	III	"The British camp, near Dover"	Kent	97	I am come To bid my king and master aye good night. Is he not here?
V	III	"The British camp, near Dover"	Albany	98	"Great thing of us forgot! Speak, Edmund, where's the King? and where's Cordelia?"
V	III	"The British camp, near Dover"	STAGE	99	The bodies of Goneril and Regan are brought in.
V	III	"The British camp, near Dover"	Albany	100	"Seest thou this object, Kent?"
V	III	"The British camp, near Dover"	Kent	101	"Alack, why thus?"
V	III	"The British camp, near Dover"	Edmund	102	"Yet Edmund was belov'd. The one the other poisoned for my sake, And after slew herself."
V	III	"The British camp, near Dover"	Albany	103	Even so. Cover their faces.
V	III	"The British camp, near Dover"	Edmund	104	"I pant for life. Some good I mean to do, Despite of mine own nature. Quickly send (Be brief in't) to the castle; for my writ Is on the life of Lear and on Cordelia. Nay, send in time."
V	III	"The British camp, near Dover"	Albany	105	"Run, run, O, run!"
V	III	"The British camp, near Dover"	Edgar	106	"To who, my lord? Who has the office? Send Thy token of reprieve."
V	III	"The British camp, near Dover"	Edmund	107	Well thought on. Take my sword; Give it the Captain.
V	III	"The British camp, near Dover"	Albany	108	Haste thee for thy life.
V	III	"The British camp, near Dover"	STAGE	109	[Exit Edgar.]
V	III	"The British camp, near Dover"	Edmund	110	He hath commission from thy wife and me To hang Cordelia in the prison and To lay the blame upon her own despair That she fordid herself.
V	III	"The British camp, near Dover"	Albany	111	The gods defend her! Bear him hence awhile.
V	III	"The British camp, near Dover"	STAGE	112	[Edmund is borne off.]
V	III	"The British camp, near Dover"	STAGE	113	"Enter Lear, with Cordelia [dead] in his arms, [Edgar, Captain, and others following]."
V	III	"The British camp, near Dover"	Lear	114	"Howl, howl, howl, howl! O, you are men of stone. Had I your tongues and eyes, I'ld use them so That heaven's vault should crack. She's gone for ever! I know when one is dead, and when one lives. She's dead as earth. Lend me a looking glass. If that her breath will mist or stain the stone, Why, then she lives."
V	III	"The British camp, near Dover"	Kent	115	Is this the promis'd end?
V	III	"The British camp, near Dover"	Edgar	116	Or image of that horror?
V	III	"The British camp, near Dover"	Albany	117	Fall and cease!
V	III	"The British camp, near Dover"	Lear	118	"This feather stirs; she lives! If it be so, It is a chance which does redeem all sorrows That ever I have felt."
V	III	"The British camp, near Dover"	Kent	119	O my good master!
V	III	"The British camp, near Dover"	Lear	120	Prithee away!
V	III	"The British camp, near Dover"	Edgar	121	"'Tis noble Kent, your friend."
V	III	"The British camp, near Dover"	Lear	122	"A plague upon you, murderers, traitors all! I might have sav'd her; now she's gone for ever! Cordelia, Cordelia! stay a little. Ha! What is't thou say'st, Her voice was ever soft, Gentle, and low- an excellent thing in woman. I kill'd the slave that was a-hanging thee."
V	III	"The British camp, near Dover"	Captain	123	"'Tis true, my lords, he did."
V	III	"The British camp, near Dover"	Lear	124	"Did I not, fellow? I have seen the day, with my good biting falchion I would have made them skip. I am old now, And these same crosses spoil me. Who are you? Mine eyes are not o' th' best. I'll tell you straight."
V	III	"The British camp, near Dover"	Kent	125	"If fortune brag of two she lov'd and hated, One of them we behold."
V	III	"The British camp, near Dover"	Lear	126	This' a dull sight. Are you not Kent?
V	III	"The British camp, near Dover"	Kent	127	The same- Your servant Kent. Where is your servant Caius?
V	III	"The British camp, near Dover"	Lear	128	"He's a good fellow, I can tell you that. He'll strike, and quickly too. He's dead and rotten."
V	III	"The British camp, near Dover"	Kent	129	"No, my good lord; I am the very man-"
V	III	"The British camp, near Dover"	Lear	130	I'll see that straight.
V	III	"The British camp, near Dover"	Kent	131	That from your first of difference and decay Have followed your sad steps.
V	III	"The British camp, near Dover"	Lear	132	You're welcome hither.
V	III	"The British camp, near Dover"	Kent	133	"Nor no man else! All's cheerless, dark, and deadly. Your eldest daughters have fordone themselves, And desperately are dead."
V	III	"The British camp, near Dover"	Lear	134	"Ay, so I think."
V	III	"The British camp, near Dover"	Albany	135	He knows not what he says; and vain is it That we present us to him.
V	III	"The British camp, near Dover"	Edgar	136	Very bootless.
V	III	"The British camp, near Dover"	STAGE	137	Enter a Captain.
V	III	"The British camp, near Dover"	Captain	138	"Edmund is dead, my lord."
V	III	"The British camp, near Dover"	Albany	139	"That's but a trifle here. You lords and noble friends, know our intent. What comfort to this great decay may come Shall be applied. For us, we will resign, During the life of this old Majesty, To him our absolute power; [to Edgar and Kent] you to your rights; With boot, and Such addition as your honours Have more than merited.- All friends shall taste The wages of their virtue, and all foes The cup of their deservings.- O, see, see!"
V	III	"The British camp, near Dover"	Lear	140	"And my poor fool is hang'd! No, no, no life! Why should a dog, a horse, a rat, have life, And thou no breath at all? Thou'lt come no more, Never, never, never, never, never! Pray you undo this button. Thank you, sir. Do you see this? Look on her! look! her lips! Look there, look there!"
V	III	"The British camp, near Dover"	STAGE	141	He dies.
V	III	"The British camp, near Dover"	Edgar	142	"He faints! My lord, my lord!"
V	III	"The British camp, near Dover"	Kent	143	"Break, heart; I prithee break!"
V	III	"The British camp, near Dover"	Edgar	144	"Look up, my lord."
V	III	"The British camp, near Dover"	Kent	145	"Vex not his ghost. O, let him pass! He hates him That would upon the rack of this tough world Stretch him out longer."
V	III	"The British camp, near Dover"	Edgar	146	He is gone indeed.
V	III	"The British camp, near Dover"	Kent	147	"The wonder is, he hath endur'd so long. He but usurp'd his life."
V	III	"The British camp, near Dover"	Albany	148	"Bear them from hence. Our present business Is general woe. [To Kent and Edgar] Friends of my soul, you twain Rule in this realm, and the gor'd state sustain."
